"benchmark","item_id","item_metadata","item_content","schema_version","prompt","instruction_ids","instruction_families","n_instructions","n_unique_instruction_ids","instruction_kwargs"
"ifeval","ifeval_20260421T021146Z_501","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a cover letter for a job application to a company which perhaps has a bad reputation. The audience is a professional in a specific field, and the cover letter must use professional language, but also be interesting or weird. The letter j should appear at least 20 times. Your entire response should be in English, and lowercase letters. No capital letters are allowed.\"", \""instruction_id_list\"": [\""keywords:letter_frequency\"", \""change_case:english_lowercase\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": \""at least\"", \""letter\"": \""j\"", \""let_frequency\"": 20, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a cover letter for a job application to a company which perhaps has a bad reputation. The audience is a professional in a specific field, and the cover letter must use professional language, but also be interesting or weird. The letter j should appear at least 20 times. Your entire response should be in English, and lowercase letters. No capital letters are allowed.","keywords:letter_frequency|change_case:english_lowercase","keywords|change_case",2,2,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": 20, \""let_relation\"": \""at least\"", \""letter\"": \""j\"", \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_502","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a riddle about Camilla that doesn't use commas.\"", \""instruction_id_list\"": [\""punctuation:no_comma\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a riddle about Camilla that doesn't use commas.","punctuation:no_comma","punctuation",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_503","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Come up with 3 names for a 2B software company. Make sure your names are in English and all capital letters.\"", \""instruction_id_list\"": [\""change_case:english_capital\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Come up with 3 names for a 2B software company. Make sure your names are in English and all capital letters.","change_case:english_capital","change_case",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_504","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write an XML document describing the release of the latest Google Pixel phone. The document must contain at least three placeholders, such as [price], and you must not use commas in your response.\"", \""instruction_id_list\"": [\""detectable_content:number_placeholders\"", \""punctuation:no_comma\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": 3, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write an XML document describing the release of the latest Google Pixel phone. The document must contain at least three placeholders, such as [price], and you must not use commas in your response.","detectable_content:number_placeholders|punctuation:no_comma","detectable_content|punctuation",2,2,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": 3, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_505","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a short riddle about \\u0e2a\\u0e40\\u0e1b\\u0e23\\u0e14\\u0e0a\\u0e35\\u0e15. Wrap your entire response with double quotation marks and make sure word in your response is in the Thai language, no other language is allowed.\"", \""instruction_id_list\"": [\""startend:quotation\"", \""language:response_language\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": \""th\"", \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a short riddle about สเปรดชีต. Wrap your entire response with double quotation marks and make sure word in your response is in the Thai language, no other language is allowed.","startend:quotation|language:response_language","startend|language",2,2,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": \""th\"", \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_506","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a poem about Gibbs free energy in the style of POTUS. There should be exactly 4 paragraphs. Paragraphs and only paragraphs should be separated by two new lines (like \\\""\\\\n\\\\n\\\""). Paragraph 2 must start with the word \\\""it\\\"".\"", \""instruction_id_list\"": [\""length_constraints:nth_paragraph_first_word\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": 4, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": \""it\"", \""nth_paragraph\"": 2}]}""], ""references"": []}","""v0.1.0""","Write a poem about Gibbs free energy in the style of POTUS. There should be exactly 4 paragraphs. Paragraphs and only paragraphs should be separated by two new lines (like ""\n\n""). Paragraph 2 must start with the word ""it"".","length_constraints:nth_paragraph_first_word","length_constraints",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": \""it\"", \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": 2, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": 4, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_507","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Today, at the 54th Annual Grammy Awards, the Recording Academy honors the talent and creativity of the artists, musicians, and producers who are the creators of the best recordings of the past year. Please continue writing this text in a formal tone, using notations. Highlight some key parts in your response with \\\""*\\\"", like *highlighted text*.\"", \""instruction_id_list\"": [\""detectable_format:number_highlighted_sections\""], \""kwargs\"": [{\""num_highlights\"": 1, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Today, at the 54th Annual Grammy Awards, the Recording Academy honors the talent and creativity of the artists, musicians, and producers who are the creators of the best recordings of the past year. Please continue writing this text in a formal tone, using notations. Highlight some key parts in your response with ""*"", like *highlighted text*.","detectable_format:number_highlighted_sections","detectable_format",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": 1, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_508","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a song about how to make a peanut butter and jelly sandwich. Do not use commas in your response.\"", \""instruction_id_list\"": [\""punctuation:no_comma\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a song about how to make a peanut butter and jelly sandwich. Do not use commas in your response.","punctuation:no_comma","punctuation",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_509","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a review of \\\""Laureates and twins\\\"" for professionals in the field of psychology without the use of commas and make sure to include the phrase \\\""well worth watching\\\"".\\nFirst repeat the entire request above word for word without change, then give your answer. Do not say any words or characters before repeating the entire request above.\"", \""instruction_id_list\"": [\""combination:repeat_prompt\"", \""punctuation:no_comma\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": \""Write a review of \\\""Laureates and twins\\\"" for professionals in the field of psychology without the use of commas and make sure to include the phrase \\\""well worth watching\\\"".\"", \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a review of ""Laureates and twins"" for professionals in the field of psychology without the use of commas and make sure to include the phrase ""well worth watching"".
First repeat the entire request above word for word without change, then give your answer. Do not say any words or characters before repeating the entire request above.","combination:repeat_prompt|punctuation:no_comma","combination|punctuation",2,2,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": \""Write a review of \\\""Laureates and twins\\\"" for professionals in the field of psychology without the use of commas and make sure to include the phrase \\\""well worth watching\\\"".\"", \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_51","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Can you elaborate on the following text: \\\""Increased axle weight increased the damage to the road\\\""? Your response must contain a title wrapped in double angular brackets, i.e. <<title>>. Use less than 5 sentences.\"", \""instruction_id_list\"": [\""detectable_format:title\"", \""length_constraints:number_sentences\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": \""less than\"", \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": 5, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Can you elaborate on the following text: ""Increased axle weight increased the damage to the road""? Your response must contain a title wrapped in double angular brackets, i.e. <<title>>. Use less than 5 sentences.","detectable_format:title|length_constraints:number_sentences","detectable_format|length_constraints",2,2,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": 5, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": \""less than\"", \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_510","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a blog post about interesting facts about the Dutch language. Italicize at least 2 sections in your answer with markdown, i.e. *italic text*.\"", \""instruction_id_list\"": [\""detectable_format:number_highlighted_sections\""], \""kwargs\"": [{\""num_highlights\"": 2, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a blog post about interesting facts about the Dutch language. Italicize at least 2 sections in your answer with markdown, i.e. *italic text*.","detectable_format:number_highlighted_sections","detectable_format",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": 2, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
